I,J,DL,Z,R,Q(I->J),"E""corr","E""uncorr","E""IJ-E""I-E""J",corr/uncorr,"dDIJ*VIJ,unc",Gsol,"tot,corr"
89,25,C1,0,1.05,0,-463.6379524,-461.3268255,-0.00207088,0.00080767,-0.00002295,0,-1.314
89,26,C1,0,2.16,0,-463.6349248,-461.3268578,-0.00010185,0.00002717,-0.0000174,0,-0.075
89,27,C1,0,4.45,0,-463.6348147,-461.3268698,0.00000704,0.00000918,-0.00000041,0,0.004
89,28,N1,0,6.87,0,-461.3276157,-461.3276157,0.00000158,0.00000158,0.00000007,0,0.001
89,29,C1,0,1.05,0,-463.6385686,-461.3271256,-0.00197908,0.00088533,-0.00003758,0,-1.265
89,30,C1,0,2.16,0,-463.6358131,-461.3272669,-0.00012967,-0.000003,-0.00001416,0,-0.09
89,31,C1,0,4.45,0,-463.6356393,-461.3272143,0.00000234,0.00000412,0.00000123,0,0.002
89,32,N1,0,6.87,0,-461.3275949,-461.3275949,0.00000074,0.00000074,0.00000036,0,0.001
89,33,C1,0,4.06,0,-463.6362007,-461.3275882,0.00000288,0.00000738,-0.0000005,0,0.001
89,34,C1,0,4.06,0,-463.6356343,-461.3272068,0.00000696,0.00001121,-0.00000177,0,0.003
89,35,C1,0,5.39,0,-463.6356901,-461.3272694,-0.00000663,-0.00000549,0.00000023,0,-0.004
89,36,N1,0,7.38,0,-461.3280125,-461.3280125,-0.00000155,-0.00000155,0.00000006,0,-0.001
89,37,C1,0,2.33,0,-463.6359976,-461.3276711,-0.00013491,-0.00005416,0.00000499,0,-0.082
89,38,C1,0,2.33,0,-463.6349613,-461.3269374,-0.00013994,-0.00005877,0.00000733,0,-0.083
89,39,C1,0,4.26,0,-463.6348421,-461.3268995,-0.00001896,-0.00001442,0.00000231,0,-0.01
89,40,C1,0,6.49,0,-463.6358825,-461.3276338,-0.00000082,-0.00000046,0.00000022,0,0
89,41,C1,0,1.07,0,-463.641312,-461.3261442,-0.00543528,0.00149304,-0.00010962,0,-3.479
89,42,C1,0,1.07,0,-463.6403333,-461.3254602,-0.00551432,0.00141448,-0.00008158,0,-3.511
89,43,C1,0,3.45,0,-463.6348132,-461.3268648,0.00000565,0.00001537,0.00000077,0,0.004
89,44,C1,0,5.95,0,-463.6358681,-461.3276149,0.00000174,0.00000214,0.00000014,0,0.001
89,45,C1,0,1.07,0,-463.6419114,-461.3263931,-0.00535125,0.0016007,-0.00009079,0,-3.415
89,46,C1,0,1.07,0,-463.6414942,-461.3262141,-0.0058174,0.00104169,-0.00001873,0,-3.662
89,47,C1,0,3.45,0,-463.6356387,-461.3272118,-0.00000746,0.00000165,0.00000531,0,-0.001
89,48,C1,0,5.95,0,-463.6362169,-461.3276052,0.0000005,0.00000081,0.00000066,0,0.001
89,49,C1,0,4.58,0,-463.6363683,-461.3275156,-0.00000449,-0.00000204,0.00000022,0,-0.003
89,50,C1,0,4.13,0,-463.6358299,-461.327165,0.00001315,0.00001659,-0.00000228,0,0.007
89,51,C1,0,5.11,0,-463.6358505,-461.3271982,-0.00000378,-0.00000239,-0.00000002,0,-0.002
89,52,N1,0,6.94,0,-461.3282207,-461.3282207,-0.00000172,-0.00000172,0.00000012,0,-0.001
89,53,C1,0,3.17,0,-463.6360319,-461.3276235,-0.00005013,-0.00003119,0.000001,0,-0.031
89,54,C1,0,2.41,0,-463.6349117,-461.3267779,0.00000758,0.00005782,-0.00000594,0,0.001
89,55,C1,0,3.88,0,-463.6349374,-461.3268579,-0.00002099,-0.00001422,0.00000124,0,-0.012
89,56,C1,0,5.99,0,-463.6360476,-461.3276037,-0.00000146,-0.00000081,0.00000011,0,-0.001
89,57,C1,0,2.16,0,-463.6361348,-461.3276218,-0.00011766,0.00001012,-0.00001209,0,-0.081
89,58,C1,0,1.05,0,-463.6369652,-461.3260005,-0.00203724,0.00083725,-0.00003875,0,-1.303
89,59,C1,0,3.08,0,-463.634948,-461.3268477,-0.00001897,0.0000018,-0.00000282,0,-0.014
89,60,C1,0,5.49,0,-463.63603,-461.3275818,0.00000072,0.00000165,-0.00000003,0,0
89,61,C1,0,2.16,0,-463.6368199,-461.3279655,-0.00015775,-0.00002877,-0.00000149,0,-0.1
89,62,C1,0,1.05,0,-463.6375797,-461.3261352,-0.00182134,0.00102994,-0.00010081,0,-1.206
89,63,C1,0,3.08,0,-463.635741,-461.3271342,-0.00001988,0.00000087,-0.00000236,0,-0.014
89,64,C1,0,5.49,0,-463.6363064,-461.3275102,-0.00000061,0.00000027,0.00000047,0,0
89,65,C1,0,4.27,0,-463.635384,-461.3270963,0.00000106,0.00000379,-0.00000045,0,0
89,66,C1,0,5.48,0,-463.6353057,-461.3270441,-0.00000061,0.00000026,-0.00000011,0,0
89,67,N1,0,7.4,0,-461.3270801,-461.3270801,-0.00000056,-0.00000056,0.00000006,0,0
89,68,C1,0,3.25,0,-463.634926,-461.3268402,-0.00000535,0.00000747,-0.00000096,0,-0.004
89,69,C1,0,4.72,0,-463.6349189,-461.3268273,-0.00000556,-0.00000339,-0.0000002,0,-0.004
89,70,N1,0,6.86,0,-461.3268306,-461.3268306,-0.00000117,-0.00000117,0.00000005,0,-0.001
89,71,C1,0,2.99,0,-463.6353598,-461.3271297,-0.00004126,-0.00001504,0.00000046,0,-0.026
89,72,C1,0,4.61,0,-463.635306,-461.3270961,-0.00000436,-0.00000168,-0.00000064,0,-0.003
89,73,N1,0,6.79,0,-461.3271259,-461.3271259,-0.00000026,-0.00000026,-0.00000011,0,0
89,74,C1,0,3.24,0,-463.6352931,-461.3271335,-0.00001074,0.00000217,0.00000004,0,-0.007
89,75,C1,0,4.36,0,-463.6351877,-461.3270919,0.00000093,0.00000398,0.00000018,0,0.001
89,76,C1,0,6.33,0,-463.6352668,-461.32712,-0.00000143,-0.00000095,0.00000027,0,-0.001
89,77,C1,0,1.32,0,-463.6351302,-461.3266585,-0.00026213,0.00022466,-0.00002043,0,-0.177
89,78,C1,0,3.36,0,-463.6348657,-461.3269014,-0.00003319,-0.00001975,0.00000193,0,-0.02
89,79,C1,0,5.7,0,-463.6348613,-461.3268849,-0.00000455,-0.00000368,0.00000053,0,-0.003
89,80,C1,0,1.13,0,-463.6387478,-461.3259023,-0.0034815,0.00121351,-0.000087,0,-2.239
89,81,C1,0,3.2,0,-463.6352191,-461.3271078,-0.00002349,-0.00000545,-0.00000066,0,-0.015
89,82,C1,0,5.63,0,-463.6352751,-461.3271346,-0.00000199,-0.00000124,0.00000013,0,-0.001
89,83,C1,0,2.99,0,-463.6353449,-461.3271799,-0.00007145,-0.00004616,0.00000497,0,-0.042
89,84,C1,0,3.59,0,-463.6351822,-461.3270816,0.00001341,0.00002073,-0.00000108,0,0.008
89,85,C1,0,5.46,0,-463.6352664,-461.3271149,-0.00000074,0.00000021,0.00000027,0,0
89,86,C1,0,1.18,0,-463.639121,-461.3269249,-0.00426391,-0.00004327,0.00008242,0,-2.624
89,87,C1,0,2.32,0,-463.634939,-461.3269111,-0.00010649,-0.0000294,0.00000761,0,-0.062
89,88,C1,0,4.73,0,-463.6348776,-461.3268904,-0.00000987,-0.0000076,0.00000125,0,-0.005
90,1,C1,0,5.48,0,-463.6362298,-461.3274871,-0.00000135,-0.00000037,0.00000029,0,-0.001
90,2,C1,0,4.92,0,-463.6356394,-461.3271057,0.00000396,0.00000529,-0.00000029,0,0.002
90,3,C1,0,5.61,0,-463.6356823,-461.327142,-0.00000132,-0.00000055,-0.00000005,0,-0.001
90,4,N1,0,7.15,0,-461.3279139,-461.3279139,-0.00000099,-0.00000099,0.00000003,0,-0.001
90,5,C1,0,4.33,0,-463.6359586,-461.3275616,-0.00000564,-0.0000022,0.00000034,0,-0.003
90,6,C1,0,3.6,0,-463.6348527,-461.3268191,-0.00000143,0.00000622,-0.00000045,0,-0.001
90,7,C1,0,4.42,0,-463.6348569,-461.3268172,-0.00000624,-0.00000309,-0.00000053,0,-0.004
90,8,C1,0,6.25,0,-463.6359402,-461.3276081,-0.0000003,0.00000015,-0.00000008,0,0
90,9,C1,0,3.55,0,-463.6359779,-461.3275798,-0.00000919,-0.00000064,-0.00000017,0,-0.006
90,10,C1,0,2.73,0,-463.6348795,-461.3268274,-0.00004062,-0.00000747,0.00000435,0,-0.023
90,11,C1,0,3.76,0,-463.6348473,-461.3268098,-0.00000501,0.00000263,-0.00000155,0,-0.004
90,12,C1,0,5.7,0,-463.6359024,-461.3275662,0.00000233,0.0000029,-0.00000028,0,0.001
90,13,C1,0,3.55,0,-463.6369653,-461.3281972,-0.0000103,-0.00000191,0.00000066,0,-0.006
90,14,C1,0,2.73,0,-463.6357962,-461.3271654,-0.00002682,0.00000678,-0.00000147,0,-0.018
90,15,C1,0,3.76,0,-463.6357707,-461.3271554,-0.00000456,0.00000292,-0.00000215,0,-0.004
90,16,C1,0,5.7,0,-463.6362857,-461.3274886,0.00000082,0.00000131,0.0000002,0,0.001
90,17,C1,0,5.11,0,-463.6361463,-461.3275871,-0.00000631,-0.00000474,0.0000007,0,-0.004
90,18,C1,0,4.13,0,-463.6355445,-461.3271769,0.00000893,0.00001245,-0.00000081,0,0.005
90,19,C1,0,4.58,0,-463.6356006,-461.3272309,-0.00000125,0.00000105,-0.0000005,0,-0.001
90,20,C1,0,6.15,0,-463.636486,-461.3279728,-0.00000328,-0.00000271,0.00000014,0,-0.002
90,21,C1,0,3.88,0,-463.6358139,-461.3276078,-0.00002181,-0.00001487,0.00000123,0,-0.013
90,22,C1,0,2.41,0,-463.6347347,-461.3267993,0.00000647,0.0000568,-0.00000493,0,0.001
90,23,C1,0,3.17,0,-463.6347886,-461.3268783,-0.00004689,-0.00002719,0.0000003,0,-0.029
90,24,C1,0,5.13,0,-463.6358031,-461.3276158,-0.00000366,-0.00000216,0.00000036,0,-0.002
90,25,C1,0,3.08,0,-463.6358248,-461.3276089,-0.00002059,0.00000063,-0.00000197,0,-0.014
90,26,C1,0,1.05,0,-463.6368004,-461.3260357,-0.00205478,0.0008255,-0.00002305,0,-1.304
90,27,C1,0,2.16,0,-463.6348503,-461.3268322,-0.00010585,0.00002314,-0.00001708,0,-0.077
90,28,C1,0,4.45,0,-463.6357779,-461.3275836,0.00000782,0.00000997,-0.00000025,0,0.005
90,29,C1,0,3.08,0,-463.6365373,-461.3279918,-0.00002512,-0.00000456,0.0000006,0,-0.015
90,30,C1,0,1.05,0,-463.6376162,-461.3263791,-0.00201013,0.0008611,-0.00003048,0,-1.281
90,31,C1,0,2.16,0,-463.6356968,-461.3272007,-0.00013252,-0.00000593,-0.00001252,0,-0.091
90,32,C1,0,4.45,0,-463.6361234,-461.3275672,0.0000029,0.00000474,0.00000123,0,0.003
90,33,C1,0,5.39,0,-463.6361347,-461.327579,-0.00000839,-0.00000713,0.00000089,0,-0.005
90,34,C1,0,4.06,0,-463.6355615,-461.3271873,0.00000239,0.00000701,-0.00000031,0,0.001
90,35,C1,0,4.06,0,-463.6355995,-461.3272293,0.00000656,0.00001083,-0.00000149,0,0.003
90,36,C1,0,5.39,0,-463.6365183,-461.3279921,-0.00000612,-0.00000494,0.00000032,0,-0.004
90,37,C1,0,4.26,0,-463.6358038,-461.3276072,-0.0000185,-0.00001403,0.00000145,0,-0.011
90,38,C1,0,2.33,0,-463.6348785,-461.3269082,-0.00013452,-0.00005334,0.00000561,0,-0.081
90,39,C1,0,2.33,0,-463.6348793,-461.3269134,-0.00013354,-0.00005208,0.00000659,0,-0.08
90,40,C1,0,4.26,0,-463.6358208,-461.3276215,-0.00001645,-0.00001185,0.00000148,0,-0.009
90,41,C1,0,3.45,0,-463.6357903,-461.3275944,0.00000906,0.0000191,-0.00000095,0,0.005
90,42,C1,0,1.07,0,-463.6401758,-461.3253588,-0.00543427,0.00149223,-0.00010205,0,-3.474
90,43,C1,0,1.07,0,-463.6401958,-461.3253814,-0.00545427,0.00147503,-0.00010217,0,-3.487
90,44,C1,0,3.45,0,-463.6357843,-461.3275751,0.00000819,0.00001824,0.00000032,0,0.005
90,45,C1,0,3.45,0,-463.6364753,-461.3279524,0.00000741,0.00001772,-0.00000075,0,0.004
90,46,C1,0,1.07,0,-463.6411955,-461.3258626,-0.00559606,0.00136946,-0.0000315,0,-3.531
90,47,C1,0,1.07,0,-463.641426,-461.326202,-0.00587216,0.00098778,-0.00000652,0,-3.689
90,48,C1,0,3.45,0,-463.6361449,-461.3275778,-0.0000049,0.0000045,0.00000451,0,0
90,49,C1,0,6.15,0,-463.636292,-461.3274948,-0.00000549,-0.00000492,0.0000006,0,-0.003
90,50,C1,0,4.58,0,-463.6357704,-461.32716,-0.00000472,-0.00000212,0.0000001,0,-0.003
90,51,C1,0,4.13,0,-463.6357571,-461.3271564,0.00001229,0.00001574,-0.00000211,0,0.006
90,52,C1,0,5.11,0,-463.6369588,-461.3281978,-0.00000392,-0.00000248,0.00000013,0,-0.002
90,53,C1,0,5.13,0,-463.6359093,-461.3275722,-0.00000491,-0.0000035,0.00000034,0,-0.003
90,54,C1,0,3.17,0,-463.6348889,-461.3268392,-0.000047,-0.00002713,0.00000056,0,-0.029
90,55,C1,0,2.41,0,-463.6348309,-461.3267616,0.00000817,0.00005842,-0.00000604,0,0.001
90,56,C1,0,3.88,0,-463.6359857,-461.3275893,-0.00001689,-0.0000101,0.00000018,0,-0.01
90,57,C1,0,4.45,0,-463.6359322,-461.3275984,0.00000755,0.0000098,-0.00000062,0,0.004
90,58,C1,0,2.16,0,-463.6349571,-461.3267905,-0.00010656,0.00002354,-0.00001438,0,-0.076
90,59,C1,0,1.05,0,-463.6368828,-461.3259817,-0.00203117,0.00084407,-0.00004004,0,-1.3
90,60,C1,0,3.08,0,-463.6359675,-461.3275528,-0.00001412,0.00000698,-0.00000365,0,-0.011
90,61,C1,0,4.45,0,-463.6365794,-461.327905,0.00000544,0.00000801,-0.00000023,0,0.003
90,62,C1,0,2.16,0,-463.6358555,-461.3271859,-0.00017452,-0.00004443,0.00000178,0,-0.108
90,63,C1,0,1.05,0,-463.6374753,-461.3260915,-0.00183159,0.00101988,-0.00009591,0,-1.21
90,64,C1,0,3.08,0,-463.6362539,-461.3274913,-0.0000255,-0.00000456,-0.00000081,0,-0.017
90,65,C1,0,4.42,0,-463.6353135,-461.3270792,-0.00000581,-0.00000288,-0.00000002,0,-0.004
90,66,C1,0,4.27,0,-463.6352265,-461.3270167,0.00000121,0.00000394,-0.00000043,0,0
90,67,C1,0,5.48,0,-463.6353179,-461.3270557,-0.00000066,0.00000022,-0.00000007,0,0
90,68,C1,0,3.36,0,-463.6348589,-461.3268266,-0.00001557,-0.00000259,0.00000098,0,-0.009
90,69,C1,0,3.25,0,-463.6348408,-461.3267922,-0.00000482,0.00000802,-0.00000109,0,-0.004
90,70,C1,0,4.72,0,-463.6348686,-461.3268092,-0.00000558,-0.00000341,-0.00000015,0,-0.004
90,71,C1,0,2.68,0,-463.6352523,-461.327076,-0.00001114,0.000015,0.00000358,0,-0.005
90,72,C1,0,2.99,0,-463.6352652,-461.3270853,-0.00004093,-0.00001457,-0.00000007,0,-0.026
90,73,C1,0,4.61,0,-463.6352998,-461.3271039,-0.00000456,-0.00000189,-0.00000053,0,-0.003
90,74,C1,0,3.88,0,-463.6352176,-461.3271183,-0.00001266,-0.0000063,-0.00000046,0,-0.008
90,75,C1,0,3.24,0,-463.6351218,-461.3270698,-0.00001055,0.00000238,0.00000004,0,-0.007
90,76,C1,0,4.36,0,-463.6351871,-461.3270914,0.00000093,0.00000398,0.00000018,0,0.001
90,77,C1,0,2.65,0,-463.6348588,-461.3268706,-0.00006811,-0.00001115,-0.00000591,0,-0.046
90,78,C1,0,1.32,0,-463.6350181,-461.3266341,-0.00026293,0.00022388,-0.00002067,0,-0.178
90,79,C1,0,3.36,0,-463.6348126,-461.3268774,-0.00003324,-0.0000198,0.00000197,0,-0.02
90,80,C1,0,1.86,0,-463.6357168,-461.3273298,-0.00052784,-0.00023766,-0.0000046,0,-0.334
90,81,C1,0,1.13,0,-463.6385915,-461.325854,-0.00347327,0.00122461,-0.00009322,0,-2.238
90,82,C1,0,3.2,0,-463.635219,-461.3271149,-0.00002333,-0.00000529,-0.00000067,0,-0.015
90,83,C1,0,4.17,0,-463.6351928,-461.3271024,0.00000331,0.00000755,-0.00000043,0,0.002
90,84,C1,0,2.99,0,-463.6351892,-461.3271243,-0.000071,-0.00004568,0.00000503,0,-0.041
90,85,C1,0,3.59,0,-463.6351748,-461.3270706,0.00001351,0.00002082,-0.0000011,0,0.008
90,86,C1,0,3.09,0,-463.634691,-461.3267419,0.00008871,0.00011604,-0.0000098,0,0.05
90,87,C1,0,1.18,0,-463.6390193,-461.3269001,-0.00426416,-0.00004211,0.00008366,0,-2.623
90,88,C1,0,2.32,0,-463.634897,-461.3268887,-0.0001067,-0.0000296,0.0000079,0,-0.062
90,89,C1,0,2.19,0,-463.6354119,-461.3271628,-0.00022326,-0.00006677,0.0000152,0,-0.131
91,1,N1,0,6.96,0,-461.3275279,-461.3275279,-0.00000175,-0.00000175,0.00000018,0,-0.001
91,2,C1,0,5.48,0,-463.6357379,-461.3271505,-0.00000122,-0.00000024,0.00000023,0,-0.001
91,3,C1,0,4.92,0,-463.6357708,-461.3271758,0.00000356,0.0000049,-0.00000015,0,0.002
91,4,C1,0,5.61,0,-463.6366797,-461.3279531,-0.00000158,-0.00000076,0.00000008,0,-0.001
91,5,C1,0,6.02,0,-463.6360486,-461.3276002,-0.00000219,-0.00000151,0.00000011,0,-0.001
91,6,C1,0,4.33,0,-463.6349494,-461.3268662,-0.00000479,-0.00000145,0.0000004,0,-0.003
91,7,C1,0,3.6,0,-463.634946,-461.3268477,-0.00000192,0.00000575,-0.00000021,0,-0.001
91,8,C1,0,4.42,0,-463.636039,-461.3276502,-0.00000575,-0.00000255,-0.00000039,0,-0.004
91,9,C1,0,5.54,0,-463.6360628,-461.3276182,-0.00000076,0.00000027,-0.00000023,0,-0.001
91,10,C1,0,3.55,0,-463.6349413,-461.3268599,-0.00000905,-0.00000065,0.00000021,0,-0.006
91,11,C1,0,2.73,0,-463.6349768,-461.3268597,-0.00004113,-0.00000796,0.00000437,0,-0.023
91,12,C1,0,3.76,0,-463.6360021,-461.3276048,-0.00000398,0.00000362,-0.00000152,0,-0.003
91,13,C1,0,5.54,0,-463.6370496,-461.3282351,-0.00000132,-0.00000038,0.00000011,0,-0.001
91,14,C1,0,3.55,0,-463.6358781,-461.3272186,-0.00001531,-0.00000703,0.00000201,0,-0.008
91,15,C1,0,2.73,0,-463.6358851,-461.3271897,-0.00002565,0.00000797,-0.00000206,0,-0.017
91,16,C1,0,3.76,0,-463.6363865,-461.3275285,-0.00000665,0.00000076,-0.00000128,0,-0.005
91,17,N1,0,6.94,0,-461.3276242,-461.3276242,-0.00000249,-0.00000249,0.00000023,0,-0.001
91,18,C1,0,5.11,0,-463.6356538,-461.327234,-0.00000694,-0.00000536,0.00000076,0,-0.004
91,19,C1,0,4.13,0,-463.6356846,-461.3272597,0.00000808,0.0000116,-0.0000007,0,0.005
91,20,C1,0,4.58,0,-463.6365786,-461.3280096,-0.00000258,-0.00000016,-0.00000012,0,-0.002
91,21,C1,0,5.99,0,-463.6358875,-461.3276336,-0.000002,-0.00000133,0.00000009,0,-0.001
91,22,C1,0,3.88,0,-463.6348546,-461.3269088,-0.0000201,-0.00001335,0.0000011,0,-0.012
91,23,C1,0,2.41,0,-463.6348305,-461.3268357,0.00000452,0.00005478,-0.00000445,0,0
91,24,C1,0,3.17,0,-463.6359377,-461.327678,-0.00004483,-0.000025,0.00000031,0,-0.028
91,25,C1,0,5.49,0,-463.6358966,-461.327647,0.0000009,0.00000187,-0.00000024,0,0
91,26,C1,0,3.08,0,-463.6348564,-461.3268974,-0.00001741,0.00000321,-0.0000027,0,-0.013
91,27,C1,0,1.05,0,-463.6368891,-461.3260652,-0.00205132,0.0008294,-0.0000233,0,-1.302
91,28,C1,0,2.16,0,-463.635976,-461.3276012,-0.00009697,0.00003177,-0.00001722,0,-0.072
91,29,C1,0,5.49,0,-463.6366051,-461.3280253,0.00000043,0.00000134,0.00000004,0,0
91,30,C1,0,3.08,0,-463.6357321,-461.3272919,-0.00003269,-0.00001229,0.00000234,0,-0.019
91,31,C1,0,1.05,0,-463.6376704,-461.3263765,-0.00201269,0.00085756,-0.00003217,0,-1.283
91,32,C1,0,2.16,0,-463.6363578,-461.3276239,-0.00013818,-0.00001264,-0.00000872,0,-0.092
91,33,N1,0,7.38,0,-461.3276134,-461.3276134,-0.00000216,-0.00000216,0.00000018,0,-0.001
91,34,C1,0,5.39,0,-463.6356665,-461.3272417,-0.00000926,-0.00000797,0.00000091,0,-0.005
91,35,C1,0,4.06,0,-463.6356982,-461.3272737,0.00000118,0.00000577,-0.00000034,0,0.001
91,36,C1,0,4.06,0,-463.6366027,-461.3280195,0.00000278,0.00000709,-0.00000069,0,0.001
91,37,C1,0,6.49,0,-463.6358795,-461.327633,-0.00000077,-0.00000042,0.00000004,0,0
91,38,C1,0,4.26,0,-463.6348541,-461.3269065,-0.00001674,-0.00001223,0.00000126,0,-0.01
91,39,C1,0,2.33,0,-463.6349798,-461.3269606,-0.00014072,-0.00005994,0.00000606,0,-0.084
91,40,C1,0,2.33,0,-463.6360332,-461.3277033,-0.00013556,-0.00005431,0.00000505,0,-0.082
91,41,C1,0,5.95,0,-463.6358905,-461.3276502,0.00000226,0.00000269,-0.00000018,0,0.001
91,42,C1,0,3.45,0,-463.6348244,-461.32687,0.00001049,0.00002033,-0.00000117,0,0.006
91,43,C1,0,1.07,0,-463.6402512,-461.3253841,-0.00541637,0.00151172,-0.00009985,0,-3.461
91,44,C1,0,1.07,0,-463.6412345,-461.3260429,-0.00534865,0.00158972,-0.00012093,0,-3.432
91,45,C1,0,5.95,0,-463.636574,-461.3280069,0.00000212,0.0000026,-0.00000009,0,0.001
91,46,C1,0,3.45,0,-463.6356895,-461.3272577,0.00000325,0.00001366,-0.00000007,0,0.002
91,47,C1,0,1.07,0,-463.6412828,-461.325899,-0.00563562,0.00133004,-0.00002489,0,-3.552
91,48,C1,0,1.07,0,-463.641929,-461.3264467,-0.00569558,0.00117494,-0.00005563,0,-3.609
91,49,N1,0,8.18,0,-461.3275306,-461.3275306,-0.00000142,-0.00000142,0.00000011,0,-0.001
91,50,C1,0,6.15,0,-463.6358649,-461.3272024,-0.00000582,-0.00000521,0.0000005,0,-0.003
91,51,C1,0,4.58,0,-463.6358682,-461.3272144,-0.00000545,-0.00000287,-0.00000007,0,-0.003
91,52,C1,0,4.13,0,-463.6370416,-461.3282246,0.00000664,0.00001001,-0.00000095,0,0.004
91,53,N1,0,7.33,0,-461.3276078,-461.3276078,0.00000015,0.00000015,0,0,0
91,54,C1,0,5.13,0,-463.6349392,-461.3268538,-0.00000392,-0.00000238,0.00000024,0,-0.002
91,55,C1,0,3.17,0,-463.6349815,-461.3268888,-0.00004916,-0.0000294,0.0000008,0,-0.03
91,56,C1,0,2.41,0,-463.6360631,-461.3275699,-0.00000093,0.00004865,-0.00000443,0,-0.003
91,57,N1,0,6.87,0,-461.3276457,-461.3276457,0.00000181,0.00000181,-0.0000001,0,0.001
91,58,C1,0,4.45,0,-463.634936,-461.3268431,0.00000797,0.0000103,-0.00000069,0,0.005
91,59,C1,0,2.16,0,-463.6350507,-461.3268405,-0.00010575,0.00002457,-0.00001405,0,-0.075
91,60,C1,0,1.05,0,-463.6379844,-461.3266809,-0.00193764,0.00091826,-0.00007616,0,-1.264
91,61,N1,0,6.87,0,-461.3279507,-461.3279507,0.00000161,0.00000161,-0.00000002,0,0.001
91,62,C1,0,4.45,0,-463.6357704,-461.3271741,0.00000399,0.00000669,0,0,0.003
91,63,C1,0,2.16,0,-463.63591,-461.3271934,-0.00017294,-0.00004271,0.00000077,0,-0.108
91,64,C1,0,1.05,0,-463.6382096,-461.326562,-0.0018878,0.00096412,-0.00008164,0,-1.236
91,65,C1,0,5.77,0,-463.6354023,-461.3271161,-0.00000128,-0.00000039,-0.00000005,0,-0.001
91,66,C1,0,4.42,0,-463.6353271,-461.3270631,-0.00000601,-0.00000308,0.00000008,0,-0.004
91,67,C1,0,4.27,0,-463.6354095,-461.3270914,0.0000011,0.00000383,-0.00000035,0,0
91,68,C1,0,4.79,0,-463.6349415,-461.3268658,-0.00000481,-0.00000249,0.00000008,0,-0.003
91,69,C1,0,3.36,0,-463.6349454,-461.3268428,-0.00001615,-0.00000324,0.00000119,0,-0.009
91,70,C1,0,3.25,0,-463.6349614,-461.3268373,-0.00000503,0.00000783,-0.00000089,0,-0.004
91,71,C1,0,4.39,0,-463.6353424,-461.3271348,-0.0000079,-0.0000045,0.0000002,0,-0.005
91,72,C1,0,2.68,0,-463.6353286,-461.3270951,-0.00001104,0.00001505,0.00000347,0,-0.005
91,73,C1,0,2.99,0,-463.63543,-461.3271564,-0.00004143,-0.00001512,0.0000001,0,-0.026
91,74,C1,0,5.69,0,-463.6352961,-461.3271483,0.00000228,0.00000306,-0.0000004,0,0.001
91,75,C1,0,3.88,0,-463.6352172,-461.3271179,-0.00001266,-0.0000063,-0.00000046,0,-0.008
91,76,C1,0,3.24,0,-463.6352921,-461.3271325,-0.00001074,0.00000217,0.00000004,0,-0.007
91,77,C1,0,4.7,0,-463.6348845,-461.3268968,-0.00000049,0.00000194,-0.00000037,0,-0.001
91,78,C1,0,2.65,0,-463.6349157,-461.3269075,-0.00006718,-0.00001022,-0.000006,0,-0.046
91,79,C1,0,1.32,0,-463.6351382,-461.3266755,-0.00026549,0.0002214,-0.00001966,0,-0.179
91,80,C1,0,4.25,0,-463.6352975,-461.3271419,-0.00001523,-0.0000105,0.00000076,0,-0.009
91,81,C1,0,1.86,0,-463.6357393,-461.3273557,-0.00052769,-0.00023768,-0.00000436,0,-0.334
91,82,C1,0,1.13,0,-463.6387703,-461.3259355,-0.00348127,0.00121346,-0.0000898,0,-2.241
91,83,C1,0,6.18,0,-463.6352846,-461.3271442,0.00000483,0.00000515,-0.00000037,0,0.003
91,84,C1,0,4.17,0,-463.6352081,-461.3271103,0.00000343,0.00000767,-0.00000046,0,0.002
91,85,C1,0,2.99,0,-463.6353533,-461.3271771,-0.00007158,-0.00004632,0.00000488,0,-0.042
91,86,C1,0,5.26,0,-463.6348674,-461.3268907,0.00000564,0.00000655,-0.00000041,0,0.003
91,87,C1,0,3.09,0,-463.6347592,-461.3267806,0.00008926,0.0001167,-0.00001002,0,0.05
91,88,C1,0,1.18,0,-463.6391501,-461.3269437,-0.00426646,-0.00004533,0.00008251,0,-2.625
91,89,C1,0,4.66,0,-463.6352896,-461.3271406,-0.00000761,-0.00000529,0.00000083,0,-0.004
91,90,C1,0,2.19,0,-463.6354246,-461.327175,-0.00021993,-0.00006334,0.00001414,0,-0.129
92,1,C1,0,4.47,0,-463.6364171,-461.3275187,-0.00000437,-0.00000192,0.00000016,0,-0.003
92,2,C1,0,5.49,0,-463.6358317,-461.3271439,-0.00000399,-0.00000291,0.0000009,0,-0.002
92,3,N1,0,7.2,0,-461.3271718,-461.3271718,-0.00000033,-0.00000033,0.00000034,0,0
92,4,N1,0,9.3,0,-461.3279428,-461.3279428,0.00000018,0.00000018,0.00000008,0,0
92,5,C1,0,4.47,0,-463.6361428,-461.3275924,-0.00000543,-0.00000298,0.0000008,0,-0.003
92,6,C1,0,5.49,0,-463.635037,-461.3268558,-0.00000146,-0.00000037,0.0000001,0,-0.001
92,7,N1,0,7.2,0,-461.3268436,-461.3268436,0.00000055,0.00000055,-0.00000004,0,0
92,8,N1,0,9.3,0,-461.327638,-461.327638,0.00000034,0.00000034,-0.00000004,0,0
92,9,C1,0,5.06,0,-463.6361555,-461.3276105,-0.00000253,-0.00000131,0.00000046,0,-0.001
