I,J,K,DL,RMIN,RMAX,"E""corr","deltaE""IJK",corr/uncorr,dDIJK*VIJK,Gsol,tot
88,56,27,C1,1.05,1.05,-695.4568344,-0.00000609,-0.00000146,0.00000587,0,0
88,56,28,C1,1.05,2.16,-695.4559568,0.00000092,0.00000153,-0.00000166,0,0
88,56,31,C1,1.05,2.41,-695.4555889,-0.0000007,-0.00000065,0.00000071,0,0
88,56,35,C1,1.05,2.19,-695.455723,-0.0000003,0.00000045,-0.00000023,0,0
88,56,36,C1,1.05,2.09,-695.4570859,-0.00000652,-0.00000566,0.00000679,0,0
88,56,39,C1,1.05,1.07,-695.4607632,-0.00004046,-0.00001141,0.00004587,0,0.003
88,56,40,C1,1.05,1.07,-695.4648336,-0.00008019,0.00002568,0.00006201,0,-0.011
88,56,43,C1,1.05,1.07,-695.4603546,0.00002057,0.0000427,-0.00004688,0,-0.017
88,56,44,C1,1.05,1.07,-695.4615035,0.000053,0.00006631,-0.00002654,0,0.017
88,56,47,C1,1.05,2.33,-695.4557337,0.00000013,0.0000004,-0.00000044,0,0
88,56,48,C1,1.05,2.33,-695.4563286,-0.00000082,-0.0000005,0.00000055,0,0
88,56,51,C1,1.05,2.32,-695.4559521,-0.0000006,-0.00000035,0.00000045,0,0
88,56,52,C1,1.05,1.18,-695.4610875,-0.00000982,0.00000859,-0.00001068,0,-0.013
88,56,55,C1,1.05,2.16,-695.4552511,-0.00000316,-0.00000161,0.00000172,0,-0.001
88,59,19,C1,2.16,2.41,-695.4526837,0.00000045,0.00000052,-0.0000006,0,0
88,59,23,C1,1.05,2.16,-695.453864,0.00000535,0.00000611,-0.00000734,0,-0.001
88,59,24,C1,2.16,2.16,-695.45299,-0.00000168,-0.00000201,0.0000023,0,0
88,59,27,C1,1.05,2.16,-695.4538935,-0.00000038,-0.00000015,0.00000012,0,0
88,59,28,C1,2.16,2.16,-695.453001,-0.00000032,-0.00000038,0.00000048,0,0
88,59,31,C1,2.16,2.41,-695.452623,0.00000007,0.00000008,-0.00000012,0,0
88,59,35,C1,2.16,2.33,-695.4528922,-0.00000021,-0.00000022,0.00000034,0,0
88,59,36,C1,2.16,2.33,-695.4537156,0.00000004,0.00000004,-0.00000004,0,0
88,59,38,C1,2.16,2.19,-695.4517988,-0.00000118,-0.00000136,0.00000158,0,0
88,59,39,C1,1.07,2.09,-695.4575772,0.00000253,0.00000808,-0.00001242,0,-0.006
88,59,40,C1,1.07,2.16,-695.4581723,-0.00000529,-0.00000592,0.00000642,0,0.001
88,59,42,C1,1.86,2.16,-695.4523475,0.00000046,0.00000068,-0.00000082,0,0
88,59,43,C1,1.07,1.13,-695.4608671,-0.0000818,0.00000206,0.00003535,0,-0.029
88,59,44,C1,1.07,2.16,-695.4583734,0.00001119,0.00001452,-0.00001712,0,-0.004
88,59,47,C1,1.32,2.16,-695.4529986,0.00000079,0.00000136,-0.00000142,0,0
88,59,48,C1,2.16,2.33,-695.4533928,0.0000003,0.00000036,-0.00000048,0,0
88,59,52,C1,2.16,2.41,-695.4540291,0.00000036,0.00000044,-0.00000047,0,0
88,59,54,C1,2.16,2.32,-695.4520279,0.00000017,0.00000019,-0.00000024,0,0
88,59,55,C1,1.18,2.16,-695.4562796,-0.00000075,0.00000238,-0.0000037,0,-0.003
88,59,56,C1,1.05,2.16,-695.4549372,-0.00000063,0.00000063,-0.00000103,0,-0.001
88,59,58,C1,2.16,2.19,-695.4521592,0.00000131,0.00000155,-0.00000174,0,0
88,60,19,C1,1.05,2.41,-695.4556785,-0.00000244,-0.00000236,0.00000297,0,0
88,60,23,C1,1.05,1.05,-695.4568705,-0.00002208,-0.00001666,0.00002438,0,0.001
88,60,24,C1,1.05,2.16,-695.4560231,0.000006,0.00000688,-0.00000829,0,-0.001
88,60,27,C1,1.05,1.05,-695.4568652,0.00000175,0.00000804,-0.00000787,0,-0.004
88,60,28,C1,1.05,2.16,-695.4560506,-0.00000096,-0.00000058,0.00000042,0,0
88,60,31,C1,1.05,2.41,-695.4556481,-0.00000016,0.00000013,-0.00000006,0,0
88,60,35,C1,1.05,2.33,-695.4558312,-0.00000056,-0.0000003,0.0000001,0,0
88,60,36,C1,1.05,2.33,-695.4567707,0.00000097,0.00000135,-0.00000169,0,0
88,60,39,C1,1.05,1.07,-695.4602314,-0.00003165,0.0000006,-0.00001321,0,-0.028
88,60,40,C1,1.05,1.07,-695.4615459,0.00001688,0.00005387,-0.00005406,0,-0.023
88,60,43,C1,1.05,1.07,-695.4608451,0.00003256,0.00010217,-0.00006048,0,-0.018
88,60,44,C1,1.05,1.07,-695.4649843,-0.00001754,-0.00003752,0.00009787,0,0.05
88,60,47,C1,1.05,2.33,-695.4558524,-0.00000123,-0.00000052,0.00000067,0,0
88,60,48,C1,1.05,1.32,-695.4566108,-0.00001157,-0.00000453,0.00000528,0,-0.004
88,60,52,C1,1.05,2.41,-695.4571048,-0.00000215,-0.00000214,0.00000249,0,0
88,60,55,C1,1.05,2.16,-695.4551436,-0.00000264,-0.00000067,0.00000113,0,-0.001
88,60,56,C1,1.05,1.05,-695.4619743,0.00007037,0.00007629,-0.0000187,0,0.032
88,60,59,C1,1.05,2.16,-695.4553319,-0.00001829,-0.00001747,0.00001787,0,0
88,63,43,C1,1.07,2.09,-695.4584947,-0.00000883,-0.0000057,0.00000753,0,-0.001
88,63,47,C1,1.13,2.33,-695.4570241,-0.00000187,-0.00000103,0.00000121,0,0
88,63,59,C1,1.18,2.16,-695.4571506,-0.000001,0.00000002,-0.00000026,0,-0.001
88,64,19,C1,2.41,2.41,-695.4539185,-0.00000042,-0.00000045,0.00000058,0,0
88,64,23,C1,1.05,2.41,-695.4550951,-0.00000221,-0.00000215,0.00000265,0,0
88,64,24,C1,2.16,2.41,-695.4542505,0.00000063,0.00000072,-0.00000086,0,0
88,64,27,C1,1.05,2.41,-695.4550905,0.00000253,0.00000291,-0.00000368,0,-0.001
88,64,28,C1,2.16,2.41,-695.4542794,-0.00000047,-0.00000053,0.00000064,0,0
88,64,31,C1,2.41,2.41,-695.4538785,0.00000009,0.00000011,-0.00000012,0,0
88,64,35,C1,2.33,2.41,-695.4540875,-0.00000034,-0.00000038,0.00000043,0,0
88,64,36,C1,2.33,2.41,-695.4549764,0.00000038,0.00000044,-0.0000005,0,0
88,64,39,C1,1.07,2.41,-695.4584623,-0.00000238,-0.00000169,0.00000252,0,0
88,64,40,C1,1.07,2.41,-695.4594765,0.00000742,0.00000901,-0.00001058,0,-0.002
88,64,43,C1,1.07,2.19,-695.458528,0.00000056,0.0000005,-0.00000094,0,0
88,64,44,C1,1.07,2.09,-695.4600135,-0.00001759,-0.00002029,0.00002227,0,0.003
88,64,47,C1,1.86,2.33,-695.4545525,0.0000002,0.00000028,-0.00000036,0,0
88,64,48,C1,1.13,2.33,-695.4581992,0.00000133,0.00000237,-0.00000277,0,-0.001
88,64,52,C1,2.41,2.41,-695.4552854,-0.00000022,-0.00000026,0.00000031,0,0
88,64,55,C1,2.16,2.41,-695.4532582,0.00000031,0.00000036,-0.0000004,0,0
88,64,56,C1,1.05,2.41,-695.4563254,-0.00000125,-0.00000115,0.00000128,0,0
88,64,59,C1,2.16,2.32,-695.4533863,-0.00000073,-0.00000084,0.00000113,0,0
88,64,60,C1,1.05,1.18,-695.4603969,-0.00000683,0.00000642,-0.00000489,0,-0.007
88,64,63,C1,2.19,2.41,-695.4541726,-0.00000054,-0.00000066,0.00000071,0,0
88,66,19,C1,1.05,2.41,-695.4549539,0.00000068,0.00000099,-0.0000012,0,0
88,66,23,C1,1.05,1.05,-695.4561908,-0.00000489,-0.00000025,0.00000445,0,0
88,66,27,C1,1.05,2.41,-695.4541248,0.00000049,0.00000077,-0.00000089,0,0
88,67,19,C1,2.16,2.41,-695.4531596,-0.00000019,-0.00000022,0.00000026,0,0
88,67,23,C1,1.05,2.16,-695.4543027,0.00000199,0.00000266,-0.00000301,0,-0.001
88,67,24,C1,1.05,2.16,-695.4554208,0.00000175,0.00000241,-0.00000272,0,-0.001
88,67,28,C1,2.16,2.41,-695.4533438,-0.00000022,-0.00000027,0.00000033,0,0
88,69,19,C1,2.41,2.41,-695.4525243,0.00000035,0.00000039,-0.00000048,0,0
88,69,23,C1,1.05,1.05,-695.4557224,0.00000126,0.00000771,-0.00000731,0,-0.004
88,69,27,C1,1.05,1.05,-695.4557773,0.00000029,0.00000671,-0.00000578,0,-0.003
88,69,31,C1,2.41,2.41,-695.4524851,0.00000037,0.00000041,-0.00000051,0,0
88,70,23,C1,1.05,2.16,-695.4539014,-0.00000041,-0.0000002,0.00000018,0,0
88,70,24,C1,1.05,2.16,-695.4548834,-0.00000108,-0.00000079,0.00000073,0,0
88,70,27,C1,1.05,2.16,-695.4538987,-0.000001,-0.00000072,0.00000061,0,0
88,70,28,C1,1.05,2.16,-695.4549874,-0.00000133,-0.00000118,0.00000144,0,0
88,72,23,C1,1.05,2.41,-695.4540896,0.00000237,0.00000277,-0.00000342,0,-0.001
88,72,27,C1,1.05,1.05,-695.4561344,-0.00002131,-0.00001588,0.00002338,0,0.001
88,72,31,C1,1.05,2.41,-695.454762,0.00000248,0.00000293,-0.00000361,0,-0.001
88,73,24,C1,2.16,2.41,-695.4533462,-0.00000048,-0.00000056,0.00000067,0,0
88,73,27,C1,1.05,2.16,-695.4543254,0.00000446,0.0000052,-0.00000613,0,-0.001
88,73,28,C1,1.05,2.16,-695.4552988,0.00000515,0.00000587,-0.00000704,0,-0.001
88,73,31,C1,2.16,2.41,-695.4531433,-0.00000035,-0.0000004,0.00000044,0,0
88,75,19,C1,1.07,2.41,-695.4584894,-0.00000622,-0.0000065,0.00000733,0,0.001
88,75,23,C1,1.05,1.07,-695.4594878,0.00000721,0.00002773,-0.00002736,0,-0.013
88,75,27,C1,1.05,2.33,-695.4542045,-0.00000127,-0.00000048,0.00000053,0,0
88,75,35,C1,1.05,2.33,-695.4550715,-0.00000159,-0.00000081,0.00000093,0,0
88,75,39,C1,1.05,1.07,-695.459491,0.00000625,0.00002631,-0.00002541,0,-0.012
88,75,43,C1,1.07,2.41,-695.4575496,-0.00000605,-0.00000633,0.00000705,0,0.001
88,76,3,C1,1.05,1.32,-695.4550786,-0.00000518,-0.00000503,0.00000557,0,0
88,76,4,C1,1.32,2.16,-695.4543234,0.00000055,0.00000067,-0.00000075,0,0
88,76,7,C1,1.05,1.32,-695.4545026,0.00000092,0.00000529,-0.00000596,0,-0.003
88,76,8,C1,1.32,2.16,-695.4536377,-0.00000037,-0.00000039,0.0000004,0,0
88,76,11,C1,1.32,2.41,-695.4524477,0.0000008,0.00000099,-0.00000114,0,0
88,76,19,C1,1.07,1.32,-695.4589823,-0.00000696,0.00000116,0.00000095,0,-0.004
88,76,20,C1,1.07,1.32,-695.4594443,0.00000861,0.00001136,-0.00001316,0,-0.003
88,76,23,C1,1.05,1.07,-695.4597881,0.00005773,0.00007227,-0.000034,0,0.015
88,76,24,C1,1.07,1.32,-695.4589428,-0.00003037,-0.00002278,0.00003988,0,0.006
88,76,27,C1,1.05,1.32,-695.4544907,-0.00001116,-0.0000041,0.00000452,0,-0.004
88,76,28,C1,1.32,2.16,-695.4536167,0.0000004,0.00000092,-0.00000098,0,0
88,76,31,C1,1.32,2.41,-695.4531023,-0.00000015,-0.00000016,0.00000017,0,0
88,76,35,C1,1.32,2.16,-695.4534594,0.00000085,0.00000141,-0.00000161,0,0
88,76,36,C1,1.05,1.32,-695.4561955,-0.00000983,-0.00000274,0.00000288,0,-0.004
88,76,39,C1,1.07,1.32,-695.4578442,-0.00002905,-0.00002138,0.00003779,0,0.005
88,76,40,C1,1.05,1.07,-695.4606914,0.00005933,0.00007482,-0.0000371,0,0.014
88,76,43,C1,1.07,1.32,-695.4578587,0.00000954,0.00001222,-0.00001409,0,-0.003
88,76,44,C1,1.07,1.32,-695.4588445,-0.00000793,0.00000014,0.00000212,0,-0.004
88,76,47,C1,1.32,2.33,-695.4532454,0.0000003,0.00000036,-0.0000004,0,0
88,76,48,C1,1.32,2.33,-695.45384,-0.00000002,-0.00000002,0,0,0
88,76,52,C1,1.32,2.41,-695.454551,0.00000086,0.00000106,-0.00000122,0,0
88,76,55,C1,1.32,2.16,-695.4525196,-0.00000033,-0.00000034,0.00000035,0,0
88,76,56,C1,1.05,1.32,-695.4555318,0.00000038,0.00000469,-0.00000527,0,-0.003
88,76,59,C1,1.32,2.16,-695.4525414,0.00000095,0.00000109,-0.00000123,0,0
88,76,60,C1,1.05,1.32,-695.455549,-0.00000484,-0.00000463,0.00000503,0,0
88,76,64,C1,1.32,2.41,-695.453782,-0.00000058,-0.00000065,0.00000073,0,0
88,76,66,C1,1.32,1.86,-695.4533437,0.00000015,0.00000032,-0.0000005,0,0
88,76,67,C1,1.13,1.32,-695.4563781,-0.00000031,0.00000106,-0.00000139,0,-0.001
88,76,69,C1,1.32,2.19,-695.4523877,0.00000076,0.00000108,-0.00000129,0,0
88,76,70,C1,1.32,2.09,-695.4528422,0.00000059,0.00000069,-0.00000089,0,0
88,76,75,C1,1.32,2.19,-695.4529776,-0.00000143,-0.00000159,0.00000167,0,0
88,78,2,C1,1.86,2.41,-695.4530369,-0.00000008,-0.00000007,0.00000009,0,0
88,78,6,C1,1.05,1.86,-695.4542804,0.00000004,0.00000125,-0.00000159,0,-0.001
88,78,7,C1,1.86,2.16,-695.4524234,-0.00000164,-0.00000192,0.0000023,0,0
88,78,10,C1,1.05,1.86,-695.4542883,0.00000041,0.00000109,-0.00000131,0,-0.001
88,78,11,C1,1.86,2.16,-695.4524023,-0.00000182,-0.00000207,0.00000254,0,0
88,78,14,C1,1.86,2.41,-695.4531527,0.00000003,0.00000005,-0.00000007,0,0
88,78,18,C1,1.86,2.33,-695.4531371,-0.00000051,-0.00000052,0.00000061,0,0
88,78,19,C1,1.86,2.33,-695.4531102,0.0000007,0.00000085,-0.00000094,0,0
88,78,22,C1,1.07,1.86,-695.4576252,-0.00000863,-0.00000476,0.00000619,0,-0.002
88,78,23,C1,1.05,1.07,-695.4596405,-0.00003177,-0.00000232,0.00003415,0,0.001
88,78,24,C1,1.86,2.16,-695.4533039,0.00000095,0.0000012,-0.00000139,0,0
88,78,26,C1,1.07,1.86,-695.4575879,0.00000059,0.00000223,-0.00000287,0,-0.001
88,78,27,C1,1.05,1.07,-695.4595769,0.00002874,0.00009876,-0.00005557,0,-0.017
88,78,28,C1,1.86,2.16,-695.4533117,0.00000062,0.00000086,-0.00000105,0,0
88,78,30,C1,1.86,2.33,-695.4531573,-0.00000039,-0.00000044,0.00000048,0,0
88,78,31,C1,1.86,2.33,-695.4530942,0.00000003,0.00000011,-0.0000001,0,0
88,78,35,C1,1.86,2.33,-695.453142,0.00000008,0.00000016,-0.00000016,0,0
88,78,36,C1,1.86,2.33,-695.4540661,-0.00000048,-0.00000054,0.00000062,0,0
88,78,38,C1,1.86,2.16,-695.4522532,0.00000046,0.00000068,-0.00000082,0,0
88,78,39,C1,1.05,1.07,-695.4595321,0.00002967,0.00009983,-0.00005748,0,-0.017
88,78,40,C1,1.07,1.86,-695.4585318,-0.00000016,0.00000141,-0.00000179,0,-0.001
88,78,42,C1,1.86,2.16,-695.4522557,0.00000098,0.00000124,-0.00000144,0,0
88,78,43,C1,1.05,1.07,-695.4597194,-0.00003129,-0.0000019,0.00003328,0,0.001
88,78,44,C1,1.07,1.86,-695.4587106,-0.00000894,-0.00000515,0.0000067,0,-0.001
88,78,47,C1,1.86,2.33,-695.4530653,0.0000007,0.00000085,-0.00000094,0,0
88,78,48,C1,1.86,2.33,-695.4537127,-0.00000046,-0.00000048,0.00000056,0,0
88,78,52,C1,1.86,2.41,-695.4543573,0.00000001,0.00000002,-0.00000004,0,0
88,78,55,C1,1.86,2.16,-695.4523972,-0.0000018,-0.00000205,0.00000251,0,0
88,78,56,C1,1.05,1.86,-695.4553385,0.00000058,0.00000129,-0.00000157,0,-0.001
88,78,59,C1,1.86,2.16,-695.452418,-0.00000164,-0.00000191,0.00000229,0,0
88,78,60,C1,1.05,1.86,-695.455391,-0.00000014,0.00000104,-0.00000133,0,-0.001
88,78,64,C1,1.86,2.41,-695.4536285,-0.00000007,-0.00000007,0.00000009,0,0
88,78,66,C1,1.32,1.86,-695.4529133,0.00000026,0.00000044,-0.00000064,0,0
88,78,68,C1,1.86,1.86,-695.452795,-0.00000081,-0.00000079,0.00000092,0,0
88,78,69,C1,1.13,1.86,-695.4557095,-0.00000088,-0.00000015,-0.00000005,0,-0.001
88,78,71,C1,1.86,2.19,-695.4526247,0.00000016,0.00000021,-0.00000024,0,0
88,78,72,C1,1.86,2.09,-695.452994,-0.00000062,-0.00000079,0.00000091,0,0
88,78,75,C1,1.18,1.86,-695.4568616,-0.00000594,-0.00000281,0.00000338,0,-0.002
88,78,76,C1,1.32,1.86,-695.4529686,0.00000016,0.00000054,-0.00000106,0,-0.001
88,78,77,C1,1.86,2.19,-695.4524548,0,0.00000002,-0.00000003,0,0
88,79,3,C1,1.13,2.41,-695.4560147,0.0000004,0.00000076,-0.00000083,0,0
88,79,7,C1,1.05,1.13,-695.4572541,-0.00000128,0.0000084,-0.00000807,0,-0.006
88,79,8,C1,1.13,2.16,-695.4564118,-0.00000044,-0.00000058,0.00000054,0,0
88,79,11,C1,1.05,1.13,-695.4572777,-0.00000503,0.00000738,-0.00000711,0,-0.008
88,79,12,C1,1.13,2.16,-695.456387,-0.00000093,-0.00000042,0.00000044,0,0
88,79,15,C1,1.13,2.41,-695.4560796,0.00000037,0.00000069,-0.00000085,0,0
88,79,19,C1,1.13,2.33,-695.4560907,-0.00000133,-0.00000064,0.00000081,0,0
88,79,20,C1,1.13,2.33,-695.457006,-0.00000112,-0.00000074,0.00000077,0,0
88,79,23,C1,1.05,1.07,-695.4626218,-0.00007427,0.00003586,0.00004858,0,-0.016
88,79,24,C1,1.07,1.13,-695.461625,-0.00002549,0.0000194,-0.00000913,0,-0.022
88,79,27,C1,1.05,1.07,-695.4626045,-0.00002448,-0.00004475,0.00010737,0,0.052
88,79,28,C1,1.07,1.13,-695.4617902,-0.00007583,0.00000969,0.0000266,0,-0.031
88,79,31,C1,1.13,2.33,-695.4560076,-0.0000002,0.00000045,-0.0000006,0,-0.001
88,79,32,C1,1.13,2.33,-695.4566736,-0.00000105,0,-0.00000014,0,-0.001
88,79,35,C1,1.13,2.33,-695.4561702,-0.00000139,-0.00000046,0.00000044,0,-0.001
88,79,36,C1,1.13,2.33,-695.4569741,-0.0000002,0.00000043,-0.00000046,0,0
88,79,39,C1,1.07,1.13,-695.4606831,-0.00007844,0.0000056,0.00003022,0,-0.03
88,79,40,C1,1.05,1.07,-695.4634443,-0.00002238,-0.00004206,0.00011191,0,0.056
88,79,43,C1,1.07,1.13,-695.4607322,-0.00002249,0.00002169,-0.00001291,0,-0.022
88,79,44,C1,1.05,1.07,-695.4637476,-0.00007904,0.00002896,0.00005267,0,-0.017
88,79,47,C1,1.13,2.33,-695.4560743,-0.00000088,-0.00000057,0.00000055,0,0
88,79,48,C1,1.13,2.33,-695.4566187,-0.00000143,-0.00000075,0.0000009,0,0
88,79,52,C1,1.13,2.41,-695.457299,0.00000045,0.00000071,-0.00000089,0,0
88,79,55,C1,1.13,2.16,-695.4553047,-0.00000139,-0.00000091,0.00000104,0,0
88,79,56,C1,1.05,1.13,-695.4583264,-0.00000414,0.00000869,-0.00000868,0,-0.008
88,79,59,C1,1.13,2.16,-695.4553246,-0.00000027,-0.00000042,0.00000035,0,0
88,79,60,C1,1.05,1.13,-695.458365,-0.00000194,0.00000759,-0.00000696,0,-0.006
88,79,64,C1,1.13,2.41,-695.4565644,0.00000025,0.00000059,-0.00000059,0,0
88,79,67,C1,1.13,1.32,-695.4559362,-0.00000018,0.00000127,-0.0000016,0,-0.001
88,79,69,C1,1.13,1.86,-695.4557342,-0.00000091,-0.00000021,0.00000002,0,-0.001
88,79,70,C1,1.13,1.13,-695.4587279,-0.00001551,-0.00000249,0.00000438,0,-0.007
88,79,72,C1,1.13,2.19,-695.4555479,0.00000163,0.00000221,-0.0000027,0,-0.001
88,79,73,C1,1.13,2.09,-695.456046,-0.00000346,-0.00000304,0.00000334,0,0
88,79,76,C1,1.13,1.18,-695.4600299,0.00003985,0.00005961,0.0000102,0,0.031
88,79,78,C1,1.13,1.86,-695.4558961,-0.00001918,-0.00001094,0.00000734,0,-0.007
88,80,78,C1,1.86,2.32,-695.4527154,-0.00000032,-0.00000036,0.00000042,0,0
88,81,6,C1,2.19,2.41,-695.45206,0.00000058,0.00000066,-0.0000008,0,0
88,81,10,C1,1.05,2.19,-695.4541006,-0.00000126,-0.00000098,0.00000117,0,0
88,81,11,C1,2.16,2.19,-695.4522041,0.0000007,0.00000078,-0.00000087,0,0
88,81,14,C1,1.05,2.19,-695.4549779,-0.00000115,-0.00000103,0.00000116,0,0
88,81,15,C1,2.16,2.19,-695.4531135,0.0000007,0.0000008,-0.00000093,0,0
88,81,19,C1,2.19,2.41,-695.4527899,-0.00000026,-0.00000031,0.00000036,0,0
88,81,22,C1,2.19,2.33,-695.4521006,0.00000035,0.00000039,-0.00000045,0,0
88,81,23,C1,1.05,2.19,-695.4541043,-0.00000017,0.00000066,-0.00000037,0,0
88,81,24,C1,2.16,2.19,-695.453132,0.00000014,0.00000017,-0.00000024,0,0
88,81,26,C1,1.07,2.19,-695.4574415,-0.00001043,-0.00001099,0.00001291,0,0.002
88,81,27,C1,1.05,1.07,-695.4594857,-0.00002712,0.0000051,-0.00001932,0,-0.029
88,81,28,C1,2.16,2.19,-695.4531129,-0.00000106,-0.00000124,0.0000014,0,0
88,81,30,C1,1.07,2.19,-695.4584052,0.00000792,0.0000098,-0.00001137,0,-0.002
88,81,31,C1,1.07,2.19,-695.4586068,-0.00000155,-0.00000148,0.0000017,0,0
88,81,35,C1,2.19,2.33,-695.4529579,-0.00000023,-0.00000027,0.00000028,0,0
88,81,36,C1,2.19,2.33,-695.4538489,0.00000024,0.00000029,-0.00000032,0,0
88,81,39,C1,1.07,2.19,-695.4573445,-0.00000143,-0.0000014,0.00000161,0,0
88,81,40,C1,1.07,2.19,-695.4583266,0.00000962,0.00001166,-0.00001377,0,-0.003
88,81,42,C1,2.16,2.19,-695.452056,-0.00000117,-0.00000137,0.00000158,0,0
88,81,43,C1,1.05,1.07,-695.4595019,-0.0000295,0.00000265,-0.00001609,0,-0.029
88,81,44,C1,1.07,2.19,-695.4585093,-0.00001047,-0.00001102,0.00001296,0,0.002
88,81,46,C1,2.16,2.19,-695.4529991,-0.00000019,-0.00000019,0.00000025,0,0
88,81,47,C1,1.05,2.19,-695.4547398,0.00000092,0.00000186,-0.00000191,0,-0.001
88,81,48,C1,2.19,2.33,-695.4535098,0.00000028,0.00000032,-0.00000037,0,0
88,81,52,C1,2.19,2.41,-695.4541544,-0.00000021,-0.00000024,0.00000029,0,0
88,81,55,C1,2.16,2.19,-695.4521544,0.00000062,0.00000071,-0.00000081,0,0
88,81,56,C1,1.05,2.19,-695.4551389,-0.00000176,-0.00000172,0.00000207,0,0
88,81,59,C1,2.16,2.19,-695.452214,0.00000065,0.00000073,-0.00000081,0,0
88,81,60,C1,1.05,2.19,-695.4551878,-0.0000011,-0.0000008,0.00000093,0,0
88,81,64,C1,2.19,2.41,-695.4534246,0.00000054,0.00000062,-0.00000074,0,0
88,81,69,C1,1.32,2.19,-695.4523165,0.00000076,0.00000108,-0.00000131,0,0
88,81,71,C1,1.86,2.19,-695.4529762,0.00000013,0.00000018,-0.00000021,0,0
88,81,72,C1,1.13,2.19,-695.4558991,0.00000101,0.00000156,-0.00000187,0,-0.001
88,81,76,C1,1.32,2.19,-695.4526489,-0.00000026,-0.00000024,0.0000003,0,0
88,81,78,C1,1.18,1.86,-695.4567691,-0.00000313,-0.00000223,0.00000335,0,0
88,81,79,C1,1.13,2.19,-695.4555527,-0.00000139,-0.00000072,0.00000124,0,0
88,81,80,C1,2.19,2.19,-695.4526327,0.00000134,0.00000154,-0.00000183,0,0
88,82,7,C1,2.09,2.41,-695.452573,-0.00000033,-0.00000041,0.00000048,0,0
88,82,11,C1,1.05,2.09,-695.4546126,0.00000199,0.00000269,-0.00000357,0,-0.001
88,82,12,C1,2.09,2.16,-695.4536985,-0.00000064,-0.00000078,0.0000009,0,0
88,82,15,C1,1.05,2.09,-695.4554303,0.00000233,0.00000289,-0.00000336,0,-0.001
88,82,16,C1,2.09,2.16,-695.4541329,-0.00000059,-0.0000007,0.0000008,0,0
88,82,19,C1,2.09,2.41,-695.4532693,0.00000013,0.00000018,-0.00000016,0,0
88,82,23,C1,1.05,2.09,-695.4545915,-0.00000733,-0.00000643,0.00000798,0,0
88,82,24,C1,2.09,2.16,-695.4537275,0.0000002,0.00000032,-0.00000032,0,0
88,82,27,C1,1.05,1.07,-695.4598871,0.00001674,0.00005345,-0.00005349,0,-0.023
88,82,28,C1,1.07,2.09,-695.4589748,0.00000139,0.00000722,-0.00001117,0,-0.006
88,82,31,C1,1.07,2.09,-695.4588346,-0.00001942,-0.00002219,0.00002505,0,0.004
88,82,32,C1,1.07,2.09,-695.4595547,-0.00000507,-0.00000197,0.00000188,0,-0.002
88,82,35,C1,2.09,2.33,-695.453448,0.00000009,0.00000013,-0.00000013,0,0
88,82,36,C1,2.09,2.33,-695.4543125,-0.00000012,-0.00000017,0.00000017,0,0
88,82,39,C1,1.07,2.09,-695.4578823,-0.00000614,-0.00000307,0.00000351,0,-0.002
88,82,40,C1,1.07,2.09,-695.4588114,-0.00002077,-0.00002384,0.000027,0,0.004
88,82,43,C1,1.07,2.09,-695.4580435,0.00000199,0.00000738,-0.0000116,0,-0.006
88,82,44,C1,1.05,1.07,-695.4608987,0.00001039,0.00004578,-0.00004422,0,-0.021
88,82,47,C1,2.09,2.16,-695.4535235,0.00000024,0.00000035,-0.00000039,0,0
88,82,48,C1,1.05,2.09,-695.4558729,-0.00000895,-0.00000816,0.0000103,0,0.001
88,82,52,C1,2.09,2.41,-695.4546268,0.00000028,0.00000032,-0.00000036,0,0
88,82,55,C1,2.09,2.16,-695.4526364,-0.00000052,-0.00000061,0.00000069,0,0
88,82,56,C1,1.05,2.09,-695.4556122,0.00000281,0.00000353,-0.00000413,0,-0.001
88,82,59,C1,2.09,2.16,-695.4526574,-0.00000066,-0.0000008,0.00000093,0,0
88,82,60,C1,1.05,2.09,-695.4556969,0.00000127,0.00000191,-0.0000025,0,-0.001
88,82,64,C1,2.09,2.41,-695.453927,-0.00000038,-0.00000046,0.00000054,0,0
88,82,70,C1,1.32,2.09,-695.4528546,0.00000046,0.00000053,-0.00000069,0,0
88,82,72,C1,1.86,2.09,-695.4534347,-0.00000067,-0.00000084,0.00000095,0,0
88,82,73,C1,1.13,2.09,-695.4564852,-0.0000025,-0.00000199,0.00000211,0,0
88,82,76,C1,1.32,2.09,-695.4532082,0.00000033,0.00000045,-0.00000059,0,0
88,82,78,C1,1.86,2.09,-695.4528865,-0.00000066,-0.0000004,0.00000045,0,0
88,82,79,C1,1.13,1.18,-695.4602426,-0.00005784,0.0000013,0.000011,0,-0.029
88,82,81,C1,2.09,2.19,-695.4529974,-0.00000553,-0.00000645,0.00000758,0,0.001
88,84,19,C1,2.16,2.41,-695.4529039,-0.00000067,-0.00000077,0.0000009,0,0
88,84,23,C1,1.05,2.16,-695.4540211,-0.00000033,0.00000092,-0.00000149,0,-0.001
88,84,35,C1,1.07,2.33,-695.4584785,0.00000267,0.00000463,-0.00000511,0,-0.002
88,84,39,C1,1.07,1.07,-695.4628858,-0.00013507,-0.0001517,0.00017772,0,0.027
88,84,43,C1,1.07,2.33,-695.4575314,0.00000353,0.00000553,-0.00000631,0,-0.002
88,84,55,C1,1.05,2.16,-695.4541383,-0.00000065,0.00000064,-0.0000011,0,-0.001
